dim;sv_max;sv_bound
6.0;10.019093027374883;22.730254049351807
7.0;8.385478163896584;22.730254049351807
8.0;7.042088551370703;22.730254049351807
9.0;5.934489797182803;22.730254049351807
10.0;5.079548281541026;22.730254049351807
11.0;4.402602455132865;22.730254049351807
12.0;3.852592724142365;22.730254049351807
13.0;3.3748479252869537;22.730254049351807
14.0;2.9795102139334304;22.730254049351807
15.0;2.652792239778716;22.730254049351807
16.0;2.378059860852879;22.730254049351807
17.0;2.1415047479292753;22.730254049351807
18.0;1.933438041922475;22.730254049351807
19.0;1.754867736734596;22.730254049351807
20.0;1.6000454550650467;22.730254049351807
21.0;1.4633381643086771;22.730254049351807
22.0;1.3421757054149275;22.730254049351807
23.0;1.2354099169063666;22.730254049351807
24.0;1.1406675273896845;22.730254049351807
25.0;1.0551394749967535;22.730254049351807
26.0;0.9785956226027679;22.730254049351807
27.0;0.9099129367804402;22.730254049351807
28.0;0.847949955358601;22.730254049351807
29.0;0.7913818541112896;22.730254049351807
30.0;0.7400104482129741;22.730254049351807
31.0;0.6932808714992333;22.730254049351807
32.0;0.650554554719367;22.730254049351807
33.0;0.6112069112059721;22.730254049351807
34.0;0.5751187271123754;22.730254049351807
35.0;0.5419366860772854;22.730254049351807
36.0;0.5112547789365962;22.730254049351807
37.0;0.4828242357969046;22.730254049351807
38.0;0.4565181287364162;22.730254049351807
39.0;0.43212307970363284;22.730254049351807
40.0;0.4093913163632088;22.730254049351807
41.0;0.3881903378080729;22.730254049351807
42.0;0.36843085736006387;22.730254049351807
43.0;0.3499779724174168;22.730254049351807
44.0;0.33266503101927114;22.730254049351807
45.0;0.31644100482279214;22.730254049351807
46.0;0.3012282770816448;22.730254049351807
47.0;0.2869348501476807;22.730254049351807
48.0;0.2734554720665088;22.730254049351807
49.0;0.2607656422220863;22.730254049351807
50.0;0.24880589324382285;22.730254049351807
51.0;0.23751069009703585;22.730254049351807
52.0;0.2268179749169974;22.730254049351807
53.0;0.2167068441747162;22.730254049351807
54.0;0.20713551337954783;22.730254049351807
55.0;0.19805408131887958;22.730254049351807
56.0;0.18943086707923484;22.730254049351807
57.0;0.18124524075349413;22.730254049351807
58.0;0.17346710559150225;22.730254049351807
59.0;0.1660586448184631;22.730254049351807
60.0;0.15900373865677153;22.730254049351807
61.0;0.15228424294259568;22.730254049351807
62.0;0.1458780375812303;22.730254049351807
63.0;0.1397568563041034;22.730254049351807
64.0;0.13391216835043807;22.730254049351807
65.0;0.12832873182866678;22.730254049351807
66.0;0.12298878005253755;22.730254049351807
67.0;0.11787414762951798;22.730254049351807
68.0;0.11297815766650743;22.730254049351807
69.0;0.10828860321208822;22.730254049351807
70.0;0.10379104967808672;22.730254049351807
71.0;0.09947438378862827;22.730254049351807
72.0;0.09533241632771094;22.730254049351807
73.0;0.09135567757407159;22.730254049351807
74.0;0.08753252438760128;22.730254049351807
75.0;0.08385622580411223;22.730254049351807
76.0;0.08032113027378074;22.730254049351807
77.0;0.07691980129121845;22.730254049351807
78.0;0.07364263738567445;22.730254049351807
79.0;0.07048612025911538;22.730254049351807
80.0;0.06744493667061136;22.730254049351807
81.0;0.06451297920136412;22.730254049351807
82.0;0.06168307490932179;22.730254049351807
83.0;0.05895281032299948;22.730254049351807
84.0;0.05631764552611784;22.730254049351807
85.0;0.05377234297818134;22.730254049351807
86.0;0.051312156836818446;22.730254049351807
87.0;0.048934758286765856;22.730254049351807
88.0;0.046636451856759464;22.730254049351807
89.0;0.044412693538092185;22.730254049351807
90.0;0.042260556404254856;22.730254049351807
91.0;0.04017775616037156;22.730254049351807
92.0;0.038161259269145376;22.730254049351807
93.0;0.036207205098673256;22.730254049351807
94.0;0.0343137758867762;22.730254049351807
95.0;0.0324788416468742;22.730254049351807
96.0;0.03069989004105622;22.730254049351807
97.0;0.028973663711937547;22.730254049351807
98.0;0.027299102730260927;22.730254049351807
99.0;0.025674221058061164;22.730254049351807
100.0;0.024096747134748853;22.730254049351807
101.0;0.02256445836928833;22.730254049351807
102.0;0.021076297130210975;22.730254049351807
103.0;0.019630591586430768;22.730254049351807
104.0;0.01822533246375002;22.730254049351807
105.0;0.01685899628456866;22.730254049351807
106.0;0.015530567178483778;22.730254049351807
107.0;0.014238629453029006;22.730254049351807
108.0;0.012981404716022382;22.730254049351807
109.0;0.011757907796930311;22.730254049351807
110.0;0.01056714913324086;22.730254049351807
111.0;0.009407923903161475;22.730254049351807
112.0;0.008278662499982659;22.730254049351807
113.0;0.00717877258979982;22.730254049351807
114.0;0.006107298753008195;22.730254049351807
115.0;0.005063156094919918;22.730254049351807
116.0;0.004045149736043641;22.730254049351807
117.0;0.0030527647459877016;22.730254049351807
118.0;0.0020851591088941746;22.730254049351807
119.0;0.0011413362976959718;22.730254049351807
120.0;0.00022046058122882073;22.730254049351807
121.0;0.0006779825294209729;22.730254049351807
122.0;0.001554722927238572;22.730254049351807
123.0;0.0024106684910059073;22.730254049351807
124.0;0.003246384284768311;22.730254049351807
125.0;0.004062378426617386;22.730254049351807
126.0;0.004859285942991676;22.730254049351807
127.0;0.0056379207379109175;22.730254049351807
128.0;0.006398658566450166;22.730254049351807
129.0;0.007141991402082937;22.730254049351807
130.0;0.007868491237282171;22.730254049351807
131.0;0.008578832948572312;22.730254049351807
132.0;0.009273298012413278;22.730254049351807
133.0;0.009952346717881255;22.730254049351807
134.0;0.010616514849512981;22.730254049351807
135.0;0.011266294623730744;22.730254049351807
136.0;0.011901966329805447;22.730254049351807
137.0;0.012523936147431414;22.730254049351807
138.0;0.013132699128576064;22.730254049351807
139.0;0.01372860775164142;22.730254049351807
140.0;0.01431193927690444;22.730254049351807
141.0;0.014883053215545061;22.730254049351807
142.0;0.015442406282780041;22.730254049351807
143.0;0.015990236232859445;22.730254049351807
144.0;0.0165268194548851;22.730254049351807
145.0;0.017052477291915835;22.730254049351807
146.0;0.01756761857174638;22.730254049351807
147.0;0.01807240523262621;22.730254049351807
148.0;0.018567105586551946;22.730254049351807
149.0;0.01905202476531187;22.730254049351807
150.0;0.019527471767478488;22.730254049351807
151.0;0.01999360809547568;22.730254049351807
152.0;0.02045067390147537;22.730254049351807
153.0;0.02089895828228805;22.730254049351807
154.0;0.021338685313189387;22.730254049351807
155.0;0.021770018287696757;22.730254049351807
156.0;0.022193172718601772;22.730254049351807
157.0;0.02260841860827867;22.730254049351807
158.0;0.02301591527119129;22.730254049351807
159.0;0.023415825388870104;22.730254049351807
160.0;0.023808342687935635;22.730254049351807
161.0;0.024193716798802;22.730254049351807
162.0;0.024572056725226332;22.730254049351807
163.0;0.024943523683674584;22.730254049351807
164.0;0.025308302082027723;22.730254049351807
165.0;0.02566659129779225;22.730254049351807
166.0;0.026018490702622188;22.730254049351807
167.0;0.026364149454323638;22.730254049351807
168.0;0.026703743724286966;22.730254049351807
169.0;0.027037424149774836;22.730254049351807
170.0;0.02736529043460223;22.730254049351807
171.0;0.027687477929926985;22.730254049351807
172.0;0.028004153617324334;22.730254049351807
173.0;0.028315427553650352;22.730254049351807
174.0;0.028621400217584636;22.730254049351807
175.0;0.02892219462307466;22.730254049351807
176.0;0.029217968001852057;22.730254049351807
177.0;0.02950879712188481;22.730254049351807
178.0;0.0297947830252987;22.730254049351807
179.0;0.030076041178592305;22.730254049351807
180.0;0.030352706812813324;22.730254049351807
181.0;0.030624842858486545;22.730254049351807
182.0;0.030892545806096905;22.730254049351807
183.0;0.03115592760627095;22.730254049351807
184.0;0.03141509213871174;22.730254049351807
185.0;0.03167010321218555;22.730254049351807
186.0;0.031921049203528895;22.730254049351807
187.0;0.03216803779809396;22.730254049351807
188.0;0.03241114637864584;22.730254049351807
189.0;0.032650439744497106;22.730254049351807
190.0;0.032885998952796314;22.730254049351807
191.0;0.033117926161274625;22.730254049351807
192.0;0.03334627786243871;22.730254049351807
193.0;0.03357111920848155;22.730254049351807
194.0;0.03379252540644373;22.730254049351807
195.0;0.03401059022745656;22.730254049351807
196.0;0.03422535540624949;22.730254049351807
197.0;0.034436885547265206;22.730254049351807
198.0;0.03464525437174615;22.730254049351807
199.0;0.03485053533117011;22.730254049351807
200.0;0.035052770735383376;22.730254049351807
