dim;sv_max;sv_bound
6.0;0.5669966053167688;10.494431293626626
7.0;0.4745037725797854;10.494431293626626
8.0;0.39840091311556236;10.494431293626626
9.0;0.3251582673157962;10.494431293626626
10.0;0.27696859672108687;10.494431293626626
11.0;0.23412829356628428;10.494431293626626
12.0;0.20008012895736726;10.494431293626626
13.0;0.17471573835023513;10.494431293626626
14.0;0.15220953357989764;10.494431293626626
15.0;0.13393666656377512;10.494431293626626
16.0;0.11924379982197841;10.494431293626626
17.0;0.1061911936009654;10.494431293626626
18.0;0.09537927679056502;10.494431293626626
19.0;0.08612040481012251;10.494431293626626
20.0;0.07802571845836681;10.494431293626626
21.0;0.07112526248844553;10.494431293626626
22.0;0.06497989954785055;10.494431293626626
23.0;0.059638702961526846;10.494431293626626
24.0;0.05494125718990972;10.494431293626626
25.0;0.0507239530740371;10.494431293626626
26.0;0.04700730356438143;10.494431293626626
27.0;0.04366384500101006;10.494431293626626
28.0;0.040656780651861624;10.494431293626626
29.0;0.037963881375281616;10.494431293626626
30.0;0.035503813176397614;10.494431293626626
31.0;0.033284741235613424;10.494431293626626
32.0;0.03126342425379747;10.494431293626626
33.0;0.02941234386489633;10.494431293626626
34.0;0.027727041870134528;10.494431293626626
35.0;0.02617308016292874;10.494431293626626
36.0;0.024746144040845408;10.494431293626626
37.0;0.02343421676157753;10.494431293626626
38.0;0.02221617442105206;10.494431293626626
39.0;0.021092947350114244;10.494431293626626
40.0;0.020049765701775968;10.494431293626626
41.0;0.019079661838327766;10.494431293626626
42.0;0.018179388294983667;10.494431293626626
43.0;0.01733684973000038;10.494431293626626
44.0;0.016551697518988107;10.494431293626626
45.0;0.01581794231169731;10.494431293626626
46.0;0.015129064754928478;10.494431293626626
47.0;0.014484559862502522;10.494431293626626
48.0;0.013878357578711586;10.494431293626626
49.0;0.01330834793918001;10.494431293626626
50.0;0.012772599564485176;10.494431293626626
51.0;0.012266233161485118;10.494431293626626
52.0;0.011789230363870473;10.494431293626626
53.0;0.011338544855163946;10.494431293626626
54.0;0.010911871400232087;10.494431293626626
55.0;0.010508622882703378;10.494431293626626
56.0;0.010125926436888477;10.494431293626626
57.0;0.009763120973552475;10.494431293626626
58.0;0.009418990939304095;10.494431293626626
59.0;0.009091441510429732;10.494431293626626
60.0;0.008780357428532781;10.494431293626626
61.0;0.008484130369970089;10.494431293626626
62.0;0.008201850346775785;10.494431293626626
63.0;0.007933067781621617;10.494431293626626
64.0;0.007676286592621651;10.494431293626626
65.0;0.007431312600008511;10.494431293626626
66.0;0.007197357851842057;10.494431293626626
67.0;0.0069734618175409935;10.494431293626626
68.0;0.006759489163401966;10.494431293626626
